image_id,difficulty,TP,FP,FN,FN_Details
Image__2023-12-11__12-33-23_label8_cls0,133,0,133,0,{}
Image__2023-12-11__12-33-23_label9_cls0,126,0,126,0,{}
Image__2023-03-01__14-02-16_label0_cls0,126,0,126,0,{}
Image__2023-02-07__14-46-21_label2_cls0,117,0,116,1,{'dirt': 1}
Image__2023-03-15__14-24-10_label0_cls0,112,0,111,1,{'dirt': 1}
Image__2023-12-11__12-33-23_label4_cls0,104,0,104,0,{}
Image__2023-03-06__13-21-57_label0_cls0,99,0,99,0,{}
Image__2023-12-11__12-33-23_label5_cls0,97,0,97,0,{}
Image__2023-12-11__12-33-23_label3_cls0,96,0,96,0,{}
Image__2023-12-11__12-33-23_label11_cls0,94,0,94,0,{}
Image__2023-05-24__12-53-46_label0_cls0,94,0,87,7,{'dirt': 7}
Image__2023-02-27__14-28-09_label0_cls0,92,0,91,1,{'dirt': 1}
Image__2024-04-17__12-22-30_label0_cls0,91,0,91,0,{}
Image__2023-12-11__12-33-23_label2_cls0,91,0,91,0,{}
Image__2023-05-24__12-53-46_label1_cls0,91,0,83,8,{'dirt': 8}
Image__2023-05-24__12-53-46_label3_cls0,89,0,81,8,{'dirt': 8}
Image__2023-02-07__14-46-21_label1_cls0,88,0,87,1,{'dirt': 1}
Image__2023-03-17__12-47-35_label0_cls0,86,0,85,1,{'dirt': 1}
Image__2023-12-11__12-33-23_label6_cls0,85,0,85,0,{}
Image__2023-03-14__14-05-27_label0_cls0,85,0,83,2,{'dirt': 2}
Image__2023-02-23__14-15-34_label0_cls0,84,0,83,1,{'dirt': 1}
Image__2023-12-11__12-32-34_label2_cls0,81,0,81,0,{}
Image__2023-05-24__12-27-38_label0_cls0,81,0,80,1,{'dirt': 1}
Image__2023-05-24__12-53-46_label4_cls0,81,0,72,9,{'dirt': 9}
Image__2023-05-24__12-53-46_label2_cls0,80,0,71,9,{'dirt': 9}
Image__2023-03-02__13-30-47_label0_cls0,80,0,80,0,{}
Image__2024-01-27__12-36-01_label0_cls0,79,0,79,0,{}
Image__2023-03-14__13-32-08_label0_cls0,78,0,77,1,{'dirt': 1}
Image__2023-03-01__14-03-40_label0_cls0,78,0,78,0,{}
Image__2023-12-11__12-33-23_label1_cls0,78,0,78,0,{}
Image__2023-02-22__13-51-10_label0_cls0,76,0,74,2,{'dirt': 2}
Image__2023-05-24__12-53-46_label6_cls0,76,0,70,6,{'dirt': 6}
Image__2023-03-01__13-57-22_label0_cls0,76,0,76,0,{}
Image__2023-03-17__13-07-27_label0_cls0,76,0,74,2,{'dirt': 2}
Image__2023-03-10__13-47-28_label0_cls0,76,0,75,1,{'dirt': 1}
Image__2023-05-24__12-37-02_label0_cls0,76,0,75,1,{'dirt': 1}
Image__2024-04-10__12-17-06_label0_cls0,76,0,76,0,{}
Image__2023-02-27__13-51-41_label0_cls0,75,0,74,1,{'dirt': 1}
Image__2023-05-24__12-53-46_label9_cls0,75,0,68,7,{'dirt': 7}
Image__2024-01-18__13-18-00_label0_cls0,74,0,74,0,{}
Image__2023-03-15__14-15-39_label0_cls0,74,0,73,1,{'dirt': 1}
Image__2023-03-09__14-57-51_label0_cls0,73,0,71,2,{'dirt': 2}
Image__2023-02-27__13-47-36_label0_cls0,72,0,71,1,{'dirt': 1}
Image__2023-02-22__13-28-32_label1_cls0,71,0,70,1,{'dirt': 1}
Image__2023-05-24__12-53-46_label5_cls0,70,0,62,8,{'dirt': 8}
Image__2023-12-11__12-33-23_label10_cls0,70,0,70,0,{}
Image__2023-05-24__12-53-46_label8_cls0,70,0,63,7,{'dirt': 7}
Image__2024-05-17__12-23-19_label0_cls0,70,0,70,0,{}
Image__2023-03-08__10-43-57_label0_cls0,69,0,67,2,{'dirt': 2}
Image__2023-03-08__10-38-27_label1_cls0,69,0,67,2,{'dirt': 2}
Image__2023-03-06__14-12-03_label0_cls0,68,0,68,0,{}
Image__2023-02-22__13-28-32_label0_cls0,68,0,67,1,{'dirt': 1}
Image__2023-05-24__12-53-46_label7_cls0,68,0,61,7,{'dirt': 7}
Image__2023-03-01__13-21-58_label0_cls0,68,0,68,0,{}
Image__2023-02-28__14-19-21_label0_cls0,67,0,67,0,{}
Image__2023-12-11__12-32-34_label0_cls0,67,0,67,0,{}
Image__2023-02-22__14-01-07_label0_cls0,67,0,65,2,{'dirt': 2}
Image__2023-03-15__14-24-49_label0_cls0,67,0,65,2,{'dirt': 2}
Image__2023-03-01__13-35-57_label0_cls0,67,0,67,0,{}
Image__2023-10-30__13-20-23_label0_cls0,67,0,65,2,{'dirt': 2}
Image__2023-03-01__13-16-05_label0_cls0,66,0,66,0,{}
Image__2024-05-21__12-19-09_label0_cls0,66,0,66,0,{}
Image__2023-03-17__13-07-27_label1_cls0,66,0,64,2,{'dirt': 2}
Image__2024-04-11__12-26-03_label0_cls0,66,0,66,0,{}
Image__2023-12-11__12-33-23_label7_cls0,65,0,65,0,{}
Image__2023-02-22__13-30-24_label0_cls0,64,0,63,1,{'dirt': 1}
Image__2023-03-10__13-41-10_label0_cls0,64,0,62,2,{'dirt': 2}
Image__2023-12-11__12-32-34_label1_cls0,64,0,64,0,{}
Image__2024-03-23__12-30-29_label0_cls0,64,0,64,0,{}
Image__2023-03-13__13-09-38_label0_cls0,63,0,62,1,{'dirt': 1}
Image__2023-03-14__14-05-27_label1_cls0,63,0,61,2,{'dirt': 2}
Image__2023-03-13__12-58-07_label0_cls0,63,0,58,5,{'dirt': 5}
Image__2023-02-22__13-44-17_label0_cls0,63,0,61,2,{'dirt': 2}
Image__2023-03-17__12-54-30_label0_cls0,61,0,59,2,{'dirt': 2}
Image__2023-03-02__13-58-00_label0_cls0,60,0,60,0,{}
Image__2023-03-13__12-40-24_label1_cls0,60,0,59,1,{'dirt': 1}
Image__2023-02-27__14-21-27_label0_cls0,59,0,58,1,{'dirt': 1}
Image__2023-02-27__14-24-05_label0_cls0,59,0,58,1,{'dirt': 1}
Image__2023-05-24__12-28-40_label1_cls0,58,0,56,2,{'dirt': 2}
Image__2024-04-06__12-36-36_label0_cls0,58,0,58,0,{}
Image__2023-02-23__14-25-09_label0_cls0,57,0,56,1,{'dirt': 1}
Image__2023-03-08__10-43-57_label2_cls0,57,0,57,0,{}
Image__2023-03-08__10-43-57_label1_cls0,57,0,57,0,{}
Image__2023-02-27__13-48-20_label1_cls0,56,0,55,1,{'dirt': 1}
Image__2023-03-08__10-38-27_label0_cls0,56,0,54,2,{'dirt': 2}
Image__2023-03-13__13-22-19_label0_cls0,56,0,54,2,{'dirt': 2}
Image__2023-03-01__13-58-25_label1_cls0,56,0,56,0,{}
Image__2023-03-02__14-34-12_label0_cls0,56,0,56,0,{}
Image__2023-12-11__12-38-00_label0_cls0,55,0,55,0,{}
Image__2023-03-13__12-54-31_label0_cls0,55,0,54,1,{'dirt': 1}
Image__2023-03-06__14-11-36_label0_cls0,55,0,55,0,{}
Image__2023-12-11__12-30-03_label0_cls0,55,0,55,0,{}
Image__2023-03-02__14-23-09_label0_cls0,54,0,54,0,{}
Image__2023-03-01__13-16-05_label1_cls0,54,0,54,0,{}
Image__2023-12-26__12-53-33_label0_cls0,54,0,54,0,{}
Image__2023-12-08__13-01-48_label1_cls0,54,0,54,0,{}
Image__2023-02-24__10-45-00_label0_cls0,54,0,53,1,{'dirt': 1}
Image__2023-12-11__12-33-23_label0_cls0,54,0,54,0,{}
Image__2023-03-08__10-12-33_label0_cls0,54,0,54,0,{}
Image__2023-02-01__15-26-10_label0_cls0,54,0,52,2,{'dirt': 2}
Image__2023-02-22__13-34-53_label0_cls0,54,0,53,1,{'dirt': 1}
Image__2023-03-13__13-07-01_label0_cls0,54,0,53,1,{'dirt': 1}
Image__2024-01-09__13-14-29_label0_cls0,53,0,53,0,{}
Image__2024-03-19__12-27-28_label0_cls0,53,0,53,0,{}
Image__2023-02-22__13-51-50_label0_cls0,53,0,52,1,{'dirt': 1}
Image__2024-03-02__13-14-46_label0_cls0,53,0,53,0,{}
Image__2023-05-24__12-49-56_label0_cls0,53,0,48,5,{'dirt': 5}
Image__2024-05-21__12-21-01_label0_cls0,53,0,53,0,{}
Image__2023-02-24__10-27-39_label0_cls0,53,0,52,1,{'dirt': 1}
Image__2024-05-17__12-15-56_label0_cls0,53,0,53,0,{}
Image__2023-03-14__14-21-12_label0_cls0,53,0,52,1,{'dirt': 1}
Image__2023-05-24__12-45-26_label0_cls0,52,0,51,1,{'dirt': 1}
Image__2023-03-10__13-58-52_label1_cls0,52,0,50,2,{'dirt': 2}
Image__2023-03-15__13-38-25_label0_cls0,52,0,51,1,{'dirt': 1}
Image__2023-03-09__14-41-05_label0_cls0,52,0,51,1,{'dirt': 1}
Image__2024-05-17__12-27-33_label0_cls0,51,0,51,0,{}
Image__2023-02-24__10-35-03_label1_cls0,51,0,49,2,{'dirt': 2}
Image__2024-03-16__13-42-03_label0_cls0,51,0,51,0,{}
Image__2024-03-16__13-45-34_label0_cls0,51,0,51,0,{}
Image__2024-03-02__13-16-56_label0_cls0,51,0,51,0,{}
Image__2024-02-21__12-34-04_label0_cls0,51,0,51,0,{}
Image__2023-02-28__13-52-10_label0_cls0,50,0,49,1,{'dirt': 1}
Image__2024-04-16__12-23-26_label0_cls0,50,0,50,0,{}
Image__2023-03-08__10-32-03_label3_cls0,50,0,50,0,{}
Image__2023-02-23__14-20-56_label2_cls0,50,0,48,2,{'dirt': 2}
Image__2023-03-01__13-58-25_label0_cls0,50,0,50,0,{}
Image__2023-03-01__14-11-01_label0_cls0,49,0,49,0,{}
Image__2023-03-01__14-01-55_label0_cls0,49,0,49,0,{}
Image__2024-01-18__13-12-42_label0_cls0,49,0,49,0,{}
Image__2023-03-02__14-33-38_label4_cls0,48,0,48,0,{}
Image__2023-02-24__10-27-09_label0_cls0,48,0,47,1,{'dirt': 1}
Image__2023-03-10__13-16-19_label0_cls0,48,0,48,0,{}
Image__2023-02-24__10-25-21_label0_cls0,48,0,47,1,{'dirt': 1}
Image__2023-02-27__14-35-10_label1_cls0,48,0,47,1,{'dirt': 1}
Image__2023-03-01__13-46-05_label3_cls0,48,0,48,0,{}
Image__2023-03-01__14-02-35_label0_cls0,48,0,48,0,{}
Image__2024-02-21__12-37-34_label0_cls0,48,0,48,0,{}
Image__2023-02-27__13-48-42_label0_cls0,47,0,46,1,{'dirt': 1}
Image__2023-03-02__14-27-06_label0_cls0,47,0,47,0,{}
Image__2023-03-10__13-38-27_label0_cls0,47,0,46,1,{'dirt': 1}
Image__2023-03-13__13-32-50_label0_cls0,47,0,46,1,{'dirt': 1}
Image__2023-03-01__13-37-08_label0_cls0,47,0,47,0,{}
Image__2023-03-15__13-30-17_label4_cls0,47,0,39,8,{'dirt': 8}
Image__2023-02-27__13-48-20_label0_cls0,47,0,46,1,{'dirt': 1}
Image__2023-03-13__13-11-17_label0_cls0,47,0,46,1,{'dirt': 1}
Image__2023-02-22__13-40-04_label0_cls0,46,0,45,1,{'dirt': 1}
Image__2023-03-01__13-16-32_label1_cls0,46,0,46,0,{}
Image__2023-02-22__13-51-10_label1_cls0,46,0,45,1,{'dirt': 1}
Image__2023-03-15__13-30-17_label6_cls0,46,0,38,8,{'dirt': 8}
Image__2023-03-13__12-49-13_label4_cls0,46,0,42,4,{'dirt': 4}
Image__2023-03-06__13-27-55_label0_cls0,46,0,46,0,{}
Image__2024-04-06__12-31-14_label0_cls0,46,0,46,0,{}
Image__2023-03-08__10-07-54_label0_cls0,46,0,45,1,{'dirt': 1}
Image__2023-03-13__12-49-13_label1_cls0,45,0,41,4,{'dirt': 4}
Image__2023-12-11__12-34-47_label5_cls0,45,0,45,0,{}
Image__2023-02-23__14-10-04_label2_cls0,45,0,43,2,{'dirt': 2}
Image__2023-03-15__13-30-17_label5_cls0,45,0,37,8,{'dirt': 8}
Image__2024-04-16__12-16-23_label0_cls0,45,0,45,0,{}
Image__2023-02-28__14-27-03_label0_cls0,45,0,44,1,{'dirt': 1}
Image__2023-02-27__14-36-54_label0_cls0,45,0,44,1,{'dirt': 1}
Image__2024-01-27__12-37-25_label0_cls0,45,0,45,0,{}
Image__2023-03-08__10-26-40_label1_cls0,44,0,44,0,{}
Image__2023-05-24__12-44-32_label0_cls0,44,0,40,4,{'dirt': 4}
Image__2023-03-13__12-50-11_label0_cls0,44,0,43,1,{'dirt': 1}
Image__2023-12-16__13-39-35_label0_cls0,44,0,44,0,{}
Image__2023-02-24__10-41-53_label0_cls0,44,0,43,1,{'dirt': 1}
Image__2024-01-18__13-16-53_label0_cls0,44,0,44,0,{}
Image__2023-03-15__13-50-58_label0_cls0,44,0,43,1,{'dirt': 1}
Image__2023-02-23__14-17-10_label0_cls0,44,0,43,1,{'dirt': 1}
Image__2024-04-25__13-17-11_label0_cls0,43,0,43,0,{}
Image__2023-03-01__13-34-55_label0_cls0,43,0,43,0,{}
Image__2023-03-13__12-58-07_label1_cls0,43,0,38,5,{'dirt': 5}
Image__2023-02-22__14-05-49_label3_cls0,43,0,42,1,{'dirt': 1}
Image__2023-05-24__12-28-40_label0_cls0,43,0,41,2,{'dirt': 2}
Image__2023-03-02__14-29-38_label0_cls0,42,0,42,0,{}
Image__2023-03-15__13-30-17_label8_cls0,42,0,34,8,{'dirt': 8}
Image__2023-03-14__14-17-22_label0_cls0,42,0,40,2,{'dirt': 2}
Image__2023-03-13__12-57-21_label0_cls0,42,0,41,1,{'dirt': 1}
Image__2023-02-24__10-34-41_label0_cls0,42,0,41,1,{'dirt': 1}
Image__2023-02-23__14-20-56_label0_cls0,42,0,40,2,{'dirt': 2}
Image__2024-04-03__13-32-03_label0_cls0,42,0,42,0,{}
Image__2023-02-27__13-55-11_label1_cls0,42,0,41,1,{'dirt': 1}
Image__2024-04-10__12-22-07_label0_cls0,42,0,42,0,{}
Image__2023-02-07__14-46-21_label0_cls0,42,0,41,1,{'dirt': 1}
Image__2023-02-27__13-53-25_label0_cls0,42,0,41,1,{'dirt': 1}
Image__2023-02-07__14-39-37_label0_cls0,42,0,41,1,{'dirt': 1}
Image__2023-05-24__12-56-03_label0_cls0,42,0,41,1,{'dirt': 1}
Image__2023-03-08__10-14-48_label0_cls0,42,0,42,0,{}
Image__2023-12-11__12-34-47_label4_cls0,42,0,42,0,{}
Image__2024-01-30__13-10-10_label0_cls0,42,0,42,0,{}
Image__2023-03-13__13-36-35_label0_cls0,41,0,40,1,{'dirt': 1}
Image__2023-03-06__14-11-36_label1_cls0,41,0,41,0,{}
Image__2023-12-08__13-01-48_label0_cls0,41,0,41,0,{}
Image__2023-02-27__14-09-17_label0_cls0,41,0,40,1,{'dirt': 1}
Image__2023-02-22__13-30-49_label0_cls0,41,0,39,2,{'dirt': 2}
Image__2024-03-02__13-16-24_label0_cls0,41,0,41,0,{}
Image__2023-02-27__14-06-15_label0_cls0,41,0,40,1,{'dirt': 1}
Image__2023-02-28__14-29-59_label0_cls0,41,0,39,2,{'dirt': 2}
Image__2023-02-23__14-33-16_label3_cls0,41,0,38,3,{'dirt': 3}
Image__2023-03-01__13-47-44_label2_cls0,40,0,40,0,{}
Image__2023-03-13__12-40-24_label0_cls0,40,0,39,1,{'dirt': 1}
Image__2023-03-15__13-30-17_label0_cls0,40,0,32,8,{'dirt': 8}
Image__2023-02-27__13-58-53_label2_cls0,40,0,39,1,{'dirt': 1}
Image__2023-03-17__13-22-09_label0_cls0,40,0,39,1,{'dirt': 1}
Image__2023-03-02__13-56-16_label0_cls0,40,0,40,0,{}
Image__2023-02-22__14-05-49_label1_cls0,40,0,39,1,{'dirt': 1}
Image__2023-03-17__13-19-50_label0_cls0,40,0,39,1,{'dirt': 1}
Image__2023-03-10__13-58-52_label0_cls0,40,0,38,2,{'dirt': 2}
Image__2023-02-24__10-35-03_label0_cls0,40,0,38,2,{'dirt': 2}
Image__2023-02-24__10-45-00_label1_cls0,40,0,39,1,{'dirt': 1}
Image__2023-03-08__10-38-56_label0_cls0,39,0,38,1,{'dirt': 1}
Image__2023-02-23__14-32-49_label0_cls0,39,0,38,1,{'dirt': 1}
Image__2024-04-15__12-13-33_label0_cls0,39,0,39,0,{}
Image__2023-03-13__12-49-13_label0_cls0,39,0,35,4,{'dirt': 4}
Image__2023-02-27__14-11-17_label1_cls0,39,0,38,1,{'dirt': 1}
Image__2023-02-27__14-07-24_label0_cls0,39,0,38,1,{'dirt': 1}
Image__2023-02-27__13-58-53_label1_cls0,39,0,38,1,{'dirt': 1}
Image__2023-03-08__10-32-03_label2_cls0,39,0,39,0,{}
Image__2023-03-01__13-46-05_label2_cls0,39,0,39,0,{}
Image__2023-03-10__13-44-13_label0_cls0,39,0,38,1,{'dirt': 1}
Image__2023-03-01__13-19-10_label0_cls0,39,0,39,0,{}
Image__2023-02-24__10-36-23_label0_cls0,39,0,38,1,{'dirt': 1}
Image__2023-05-24__12-44-32_label1_cls0,39,0,35,4,{'dirt': 4}
Image__2023-03-06__13-43-11_label0_cls0,38,0,38,0,{}
Image__2023-03-10__13-42-49_label1_cls0,38,0,26,12,{'dirt': 12}
Image__2023-02-28__14-22-48_label0_cls0,38,0,38,0,{}
Image__2023-02-24__10-27-09_label1_cls0,38,0,37,1,{'dirt': 1}
Image__2024-01-30__13-09-16_label1_cls0,38,0,38,0,{}
Image__2023-03-02__13-36-32_label1_cls0,38,0,38,0,{}
Image__2024-05-18__13-14-34_label0_cls0,38,0,38,0,{}
Image__2023-03-15__13-30-17_label7_cls0,38,0,31,7,{'dirt': 7}
Image__2023-02-06__15-19-35_label0_cls0,38,0,36,2,{'dirt': 2}
Image__2023-02-28__14-08-44_label0_cls0,38,0,38,0,{}
Image__2023-03-01__13-29-36_label0_cls0,38,0,38,0,{}
Image__2023-02-06__15-21-46_label0_cls0,38,0,37,1,{'dirt': 1}
Image__2024-05-16__12-30-08_label0_cls0,38,0,38,0,{}
Image__2023-03-06__13-40-07_label2_cls0,38,0,38,0,{}
Image__2023-02-27__13-58-53_label3_cls0,37,0,36,1,{'dirt': 1}
Image__2023-03-10__13-02-16_label0_cls0,37,0,37,0,{}
Image__2023-05-24__12-34-21_label0_cls0,37,0,35,2,{'dirt': 2}
Image__2023-02-27__13-52-35_label1_cls0,37,0,36,1,{'dirt': 1}
Image__2023-03-13__12-55-56_label0_cls0,37,0,36,1,{'dirt': 1}
Image__2024-03-19__12-33-09_label0_cls0,37,0,37,0,{}
Image__2023-02-27__14-37-25_label0_cls0,37,0,36,1,{'dirt': 1}
Image__2024-03-19__12-23-38_label0_cls0,37,0,37,0,{}
Image__2023-03-14__14-16-52_label0_cls0,37,0,36,1,{'dirt': 1}
Image__2023-03-15__13-56-24_label1_cls0,37,0,35,2,{'dirt': 2}
Image__2023-03-10__13-05-12_label0_cls0,37,0,37,0,{}
Image__2023-03-01__14-07-09 - コピー_label0_cls0,37,0,37,0,{}
Image__2024-04-06__12-34-35_label0_cls0,37,0,37,0,{}
Image__2023-03-15__14-08-18_label0_cls0,37,0,36,1,{'dirt': 1}
Image__2023-03-06__13-32-03_label0_cls0,36,0,36,0,{}
Image__2023-03-08__10-34-00_label0_cls0,36,0,36,0,{}
Image__2023-03-15__13-30-17_label3_cls0,36,0,28,8,{'dirt': 8}
Image__2024-03-23__12-37-24_label0_cls0,36,0,36,0,{}
Image__2023-03-14__14-20-10_label0_cls0,36,0,34,2,{'dirt': 2}
Image__2023-02-24__10-42-27_label0_cls0,36,0,35,1,{'dirt': 1}
Image__2023-02-27__14-13-12_label0_cls0,36,0,35,1,{'dirt': 1}
Image__2023-02-22__13-53-24_label0_cls0,36,0,35,1,{'dirt': 1}
Image__2023-03-17__12-57-29_label0_cls0,36,0,35,1,{'dirt': 1}
Image__2023-03-15__14-06-49_label5_cls0,36,0,30,6,{'dirt': 6}
Image__2023-03-08__10-26-09_label0_cls0,36,0,36,0,{}
Image__2023-02-22__14-08-31_label1_cls0,36,0,35,1,{'dirt': 1}
Image__2024-05-23__12-10-12_label0_cls0,36,0,36,0,{}
Image__2023-03-06__14-11-18_label0_cls0,36,0,36,0,{}
Image__2023-03-09__14-56-21_label0_cls0,36,0,35,1,{'dirt': 1}
Image__2023-03-06__14-02-02_label0_cls0,36,0,36,0,{}
Image__2023-03-06__13-45-01_label0_cls0,36,0,36,0,{}
Image__2023-12-16__13-36-33_label0_cls0,36,0,36,0,{}
Image__2023-02-27__14-11-17_label0_cls0,36,0,35,1,{'dirt': 1}
Image__2024-05-16__12-19-16_label0_cls0,35,0,35,0,{}
Image__2023-03-01__13-14-52_label0_cls0,35,0,35,0,{}
Image__2023-02-23__14-20-30_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2023-03-15__14-24-49_label1_cls0,35,0,30,5,{'dirt': 5}
Image__2024-03-23__12-24-03_label0_cls0,35,0,35,0,{}
Image__2023-03-13__12-53-56_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2023-02-27__13-58-53_label5_cls0,35,0,34,1,{'dirt': 1}
Image__2023-02-27__13-57-45_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2023-02-23__14-20-56_label1_cls0,35,0,33,2,{'dirt': 2}
Image__2023-02-27__13-58-16_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2023-02-27__14-37-51_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2024-05-21__12-16-46_label0_cls0,35,0,35,0,{}
Image__2023-03-10__13-53-13_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2024-01-09__13-13-59_label0_cls0,35,0,35,0,{}
Image__2024-04-16__12-14-48_label0_cls0,35,0,35,0,{}
Image__2023-02-22__14-05-49_label0_cls0,35,0,34,1,{'dirt': 1}
Image__2023-03-01__13-23-33_label0_cls0,35,0,35,0,{}
Image__2023-12-11__12-34-47_label1_cls0,35,0,35,0,{}
Image__2023-03-14__14-17-22_label2_cls0,35,0,34,1,{'dirt': 1}
Image__2023-03-13__12-49-13_label3_cls0,35,0,31,4,{'dirt': 4}
Image__2024-01-23__13-05-31_label0_cls0,34,0,34,0,{}
Image__2023-03-15__13-56-58_label0_cls0,34,0,33,1,{'dirt': 1}
Image__2023-03-08__10-26-40_label6_cls0,34,0,34,0,{}
Image__2023-02-23__14-28-03_label0_cls0,34,0,33,1,{'dirt': 1}
Image__2023-03-09__14-57-27_label1_cls0,34,0,32,2,{'dirt': 2}
Image__2023-03-01__13-16-32_label0_cls0,34,0,34,0,{}
Image__2023-12-11__12-34-47_label6_cls0,34,0,34,0,{}
Image__2023-03-06__14-08-17_label2_cls0,34,0,34,0,{}
Image__2023-02-27__13-58-53_label0_cls0,34,0,33,1,{'dirt': 1}
Image__2023-03-08__10-28-28_label0_cls0,34,0,34,0,{}
Image__2024-01-23__13-09-24_label0_cls0,34,0,34,0,{}
Image__2024-05-18__12-13-13_label0_cls0,34,0,34,0,{}
Image__2023-03-10__14-00-46_label0_cls0,34,0,33,1,{'dirt': 1}
Image__2023-03-14__14-17-22_label1_cls0,34,0,32,2,{'dirt': 2}
Image__2024-04-19__13-21-00_label0_cls0,34,0,34,0,{}
Image__2023-01-30__15-25-58_label0_cls0,34,0,33,1,{'dirt': 1}
Image__2023-02-28__13-51-38_label0_cls0,34,0,33,1,{'dirt': 1}
Image__2023-03-15__13-56-24_label0_cls0,33,0,31,2,{'dirt': 2}
Image__2023-05-24__12-47-50_label0_cls0,33,0,32,1,{'dirt': 1}
Image__2023-02-28__14-08-44_label1_cls0,33,0,33,0,{}
Image__2023-03-01__13-53-24_label0_cls0,33,0,33,0,{}
Image__2023-02-22__14-01-37_label0_cls0,33,0,32,1,{'dirt': 1}
Image__2023-02-28__14-27-58_label0_cls0,33,0,32,1,{'dirt': 1}
Image__2023-03-17__12-54-49_label0_cls0,33,0,32,1,{'dirt': 1}
Image__2023-03-10__13-05-53_label0_cls0,33,0,33,0,{}
Image__2023-03-15__14-06-49_label3_cls0,33,0,27,6,{'dirt': 6}
Image__2023-02-23__14-32-29_label0_cls0,33,0,32,1,{'dirt': 1}
Image__2023-03-02__13-28-40_label1_cls0,33,0,33,0,{}
Image__2023-03-15__14-06-49_label0_cls0,33,0,27,6,{'dirt': 6}
Image__2023-02-28__13-42-19_label0_cls0,33,0,32,1,{'dirt': 1}
Image__2023-03-02__13-27-41_label0_cls0,32,0,32,0,{}
Image__2023-03-08__10-32-03_label4_cls0,32,0,32,0,{}
Image__2023-02-22__13-50-13_label0_cls0,32,0,31,1,{'dirt': 1}
Image__2023-03-13__13-20-48_label0_cls0,32,0,31,1,{'dirt': 1}
Image__2023-03-02__14-25-26_label0_cls0,32,0,32,0,{}
Image__2023-03-08__10-45-05_label1_cls0,32,0,32,0,{}
Image__2024-04-06__12-35-06_label0_cls0,32,0,32,0,{}
Image__2023-02-23__14-10-04_label0_cls0,32,0,30,2,{'dirt': 2}
Image__2023-03-06__14-04-08_label0_cls0,32,0,32,0,{}
Image__2023-02-28__14-24-11_label0_cls0,32,0,32,0,{}
Image__2023-03-08__10-45-05_label0_cls0,32,0,32,0,{}
Image__2023-02-27__13-58-53_label4_cls0,32,0,31,1,{'dirt': 1}
Image__2024-01-30__13-09-16_label0_cls0,32,0,32,0,{}
Image__2023-03-01__13-46-05_label1_cls0,32,0,32,0,{}
Image__2023-02-23__14-33-16_label1_cls0,32,0,31,1,{'dirt': 1}
Image__2023-03-15__14-06-49_label4_cls0,32,0,26,6,{'dirt': 6}
Image__2023-02-28__14-08-44_label2_cls0,32,0,32,0,{}
Image__2023-02-27__13-54-43_label0_cls0,32,0,31,1,{'dirt': 1}
Image__2023-03-02__14-07-56_label0_cls0,32,0,31,1,{'dirt': 1}
Image__2023-12-11__12-30-03_label10_cls0,31,0,31,0,{}
Image__2023-12-11__12-34-47_label3_cls0,31,0,31,0,{}
Image__2023-03-01__13-17-59_label0_cls0,31,0,31,0,{}
Image__2023-02-24__10-43-53_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2023-03-02__14-32-37_label0_cls0,31,0,31,0,{}
Image__2023-01-30__15-32-15_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2023-03-01__13-37-40_label0_cls0,31,0,31,0,{}
Image__2023-02-27__14-01-33_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2023-03-01__13-47-44_label0_cls0,31,0,31,0,{}
Image__2023-02-27__14-27-00_label1_cls0,31,0,27,4,{'dirt': 4}
Image__2023-02-27__13-55-11_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2023-03-10__13-51-54_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2024-03-16__13-54-02_label0_cls0,31,0,31,0,{}
Image__2024-01-09__13-24-26_label0_cls0,31,0,31,0,{}
Image__2023-03-13__12-37-21_label0_cls0,31,0,29,2,{'dirt': 2}
Image__2023-12-13__12-25-34_label0_cls0,31,0,31,0,{}
Image__2023-03-15__14-06-49_label1_cls0,31,0,25,6,{'dirt': 6}
Image__2023-10-30__13-26-00_label0_cls0,31,0,31,0,{}
Image__2023-03-15__14-22-11_label0_cls0,31,0,29,2,{'dirt': 2}
Image__2023-02-07__14-40-15_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2023-03-06__14-08-17_label1_cls0,31,0,31,0,{}
Image__2023-03-01__13-34-31_label0_cls0,31,0,31,0,{}
Image__2024-04-06__12-32-51_label0_cls0,31,0,31,0,{}
Image__2023-03-14__13-56-19_label0_cls0,31,0,30,1,{'dirt': 1}
Image__2024-01-29__13-04-18_label0_cls0,31,0,31,0,{}
Image__2023-03-13__13-49-09_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2024-04-18__12-11-57_label0_cls0,30,0,30,0,{}
Image__2024-01-30__13-12-24_label0_cls0,30,0,30,0,{}
Image__2023-03-01__13-36-20_label0_cls0,30,0,30,0,{}
Image__2023-12-27__13-14-11_label1_cls0,30,0,30,0,{}
